"노드 ID","정류소번호","정류소명","X좌표","Y좌표","정류소 타입"
"100000007","01102","신교동","126.9702626865","37.5832955233","일반차로"
"100000008","01103","경기상고","126.9697701102","37.5871907861","일반차로"
"100000009","01104","경복고교","126.970884","37.58516","일반차로"
"100000010","01105","청운중학교","126.972673","37.587809","일반차로"
"100000011","01106","자하문고개.윤동주문학관","126.9671261805","37.5921866176","일반차로"
"100000012","01107","자하문고개.윤동주문학관","126.9671906625","37.5923353152","일반차로"
"100000013","01108","청운중학교","126.972266","37.588421","일반차로"
"100000014","01109","경복고교","126.971404","37.585067","일반차로"
"100000015","01110","통인시장종로구보건소","126.9710500404","37.5803257033","일반차로"
"100000016","01111","통인시장종로구보건소","126.9713851083","37.5805132118","일반차로"
"100000017","01112","효자동","126.9706209712","37.583091043","일반차로"
"100000018","01113","사직단.어린이도서관","126.9679907155","37.5751355316","일반차로"
"100000019","01114","경복궁역1번출구","126.971415","37.576162","일반차로"
"100000020","01115","경복궁역","126.972198","37.577038","일반차로"
"100000021","01116","경복궁역","126.9722828893","37.5776713863","일반차로"
"100000022","01117","경복궁","126.9787471496","37.5755767894","일반차로"
"100000023","01118","KT광화문지사","126.9774187393","37.572209741","일반차로"
"100000415","01119","국립고궁박물관","126.973979","37.578928","일반차로"
"100000025","01120","광화문","126.976408","37.570045","일반차로"
"100000028","01123","서울역사박물관.경교장.강북삼성병원","126.971248","37.570023","일반차로"
"100000029","01124","광화문.금호아시아나본관앞","126.972839","37.570332","일반차로"
"100000030","01125","광화문","126.975837","37.570365","일반차로"
"100000031","01126","세종문화회관","126.976997","37.573648","일반차로"
"100000032","01127","서울경찰청.경복궁역","126.9714842989","37.5757446636","일반차로"
"100000033","01128","사직단","126.968188961","37.5748553458","일반차로"
"100000034","01129","광화문.광화문빌딩","126.976545","37.569495","일반차로"
"100000035","01130","덕성여중고","126.981972","37.575768","일반차로"
"100000036","01131","안국역.서울공예박물관","126.9839957858","37.5760695565","일반차로"
"100000037","01132","국민은행세검정지점","126.9608880061","37.6046629766","일반차로"
"100000038","01133","세검정초등학교","126.9612198463","37.6025022799","일반차로"
"100000039","01134","세검정.상명대","126.958292","37.600477","일반차로"
"100000040","01135","상명대입구.석파랑","126.958570225","37.5994133537","일반차로"
"100000041","01136","하림각","126.9617068235","37.5981330665","일반차로"
"100000042","01137","자하문터널입구.석파정","126.9636434993","37.5955935123","일반차로"
"100000043","01138","부암동주민센터.무계원","126.96422","37.592766","일반차로"
"100000044","01139","부암동주민센터.무계원","126.9651419211","37.5927861733","일반차로"
"100000045","01140","자하문터널입구.석파정","126.9639775924","37.5955575712","일반차로"
"100000046","01141","하림각","126.962215308","37.5981476478","일반차로"
"100000047","01142","상명대입구.세검정교회","126.9592405649","37.5996163318","일반차로"
"100000048","01143","세검정.상명대","126.959155","37.600648","일반차로"
"100000049","01144","세검정초등학교","126.9614328894","37.6022680671","일반차로"
"100000051","01146","국민은행세검정지점","126.961195","37.604846","일반차로"
"100000053","01148","승가사입구","126.9563059978","37.6115844138","일반차로"
"100000054","01149","구기동현대빌라","126.9564575503","37.6100355035","일반차로"
"100000055","01150","구기터널.삼성출판박물관","126.9562103294","37.6086098941","일반차로"
"100000056","01151","구기터널.삼성출판박물관","126.9564166508","37.6083054034","일반차로"
"100000057","01152","구기동","126.9585297928","37.6069644475","일반차로"
"100000058","01153","구기동","126.9591017479","37.6070088003","일반차로"
"100000059","01154","승가사입구","126.956482","37.61148","일반차로"
"100000060","01155","갑을씨티텔앞","126.9635350292","37.6043709709","일반차로"
"100000061","01156","평창파출소","126.9660432906","37.6053223656","일반차로"
"100000062","01157","평창동주민센터","126.9695663093","37.6066073749","일반차로"
"100000063","01158","일성아파트","126.972925","37.608873","일반차로"
"100000064","01159","롯데아파트","126.976317","37.61039","일반차로"
"100000065","01160","롯데아파트","126.976652","37.610248","일반차로"
"100000066","01161","벽산평창힐스아파트","126.972797","37.60819","일반차로"
"100000067","01162","예능교회","126.97","37.606517","일반차로"
"100000068","01163","서울예술고등학교.평창동주민센터","126.9676276108","37.6057787606","일반차로"
"100000069","01164","화정박물관","126.9648102665","37.6045038178","일반차로"
"100000376","01165","강북삼성병원","126.9686004828","37.568145927","일반차로"
"100000072","01167","독립문역.서대문형무소역사관","126.959322","37.573395","일반차로"
"100000073","01168","서대문.서울시교육청","126.9645273358","37.5682538056","일반차로"
"100000368","01169","서대문역사거리.적십자병원","126.9675878497","37.5671081521","일반차로"
"100000075","01171","독립문","126.96143","37.571342","일반차로"
"100000076","01172","창덕궁.서울돈화문국악당","126.9885394479","37.5775405746","일반차로"
"100000077","01173","서린동.SK서린빌딩","126.980095","37.569263","일반차로"
"100000078","01174","청계1가.광교","126.9849267193","37.568684389","일반차로"
"100000079","01175","청계2가.수표교","126.99082","37.568442","일반차로"
"100000080","01176","청계4가.세운교","126.996555","37.568927","일반차로"
"100000081","01177","청계5가.광장시장","126.9997973605","37.5694512793","일반차로"
"100000102","01198","원남동","126.9973383362","37.5745325055","가로변시간"
"100000103","01199","창덕궁.우리소리박물관","126.988954","37.577272","일반차로"
"100000104","01200","안국역.인사동","126.984133","37.575798","일반차로"
"100000105","01201","조계사.종로경찰서","126.9831555803","37.5725223095","일반차로"
"100000106","01202","조계사.종로경찰서","126.9828258888","37.5724858087","일반차로"
"100000107","01203","안국동","126.9827201116","37.5746105669","일반차로"
"100000108","01204","종로5가.효제동.김상옥의거터","127.00223","37.5745","가로변시간"
"100000109","01205","종로5가.효제초등학교","127.0021442279","37.5728790133","가로변시간"
"100000414","01209","창덕궁.돈화문국악당","126.991233","37.577431","일반차로"
"100000116","01212","종로5가","127.0021826522","37.5705596025","일반차로"
"100000117","01213","청계6가.동대문시장","127.0028494203","37.5698351103","일반차로"
"100000118","01214","동대문","127.0084126252","37.5717262368","일반차로"
"100000119","01215","충신동","127.006278812","37.5740223509","일반차로"
"100000121","01217","충신동","127.0063433807","37.5744602778","일반차로"
"100000122","01218","현대그룹빌딩","127.000807","37.575912","일반차로"
"100000123","01219","방송통신대.이화장","127.002437","37.578043","가로변전일"
"100000124","01220","혜화역.마로니에공원","127.0022769364","37.5811194873","가로변전일"
"100000125","01221","혜화역.서울대병원입구","127.00185","37.580957","가로변전일"
"100000126","01222","방송통신대.이화장","127.001977","37.577788","일반차로"
"100000127","01223","이화동(이화장)","127.0006951494","37.576119355","일반차로"
"100000128","01224","창경궁.서울대학교병원","126.9968717143","37.5788279947","일반차로"
"100000129","01225","이화동(이화장)","127.0032708172","37.5759372914","일반차로"
"100000130","01226","혜화동로터리","127.000687","37.58558","일반차로"
"100000131","01227","명륜동2가.성균관대입구","126.9993987623","37.5833334862","일반차로"
"100000132","01228","혜화역.서울연극센터(장면총리가옥)","127.0013281701","37.584022814","일반차로"
"100000133","01229","혜화역.동성중고(장면총리가옥)","127.0017176887","37.5845697705","가로변시간"
"100000135","01231","종로구민회관.창신동두산아파트","127.0155555279","37.5740926792","일반차로"
"100000139","01235","동묘역앞","127.0156014431","37.5716849566","일반차로"
"100000140","01236","동묘역앞","127.0159450485","37.5719221488","일반차로"
"101000307","01237","청계2가교차로","126.9878778705","37.5684809008","일반차로"
"100000142","01238","창신3동주민센터","127.015178","37.578413","일반차로"
"100000143","01239","숭인1동주민센터.창신역4번출구","127.015462","37.578625","일반차로"
"100000144","01240","동묘역.롯데캐슬천지인","127.0158023517","37.5741800523","일반차로"
"100000147","01243","신설동로터리","127.022841","37.575695","일반차로"
"100000364","01245","동묘앞","127.017524","37.573643","일반차로"
"100000150","01246","구기동현대빌라","126.956622","37.609682","일반차로"
"100000151","01247","광장시장","126.9977437946","37.569470801","일반차로"
"100000153","01249","혜화경찰서","126.9974787875","37.5725807445","가로변시간"
"100000154","01250","서울역사박물관.김구집무실(경교장)","126.9721318077","37.5699003386","가로변시간"
"100000155","01251","청계3가.관수교","126.9937793705","37.5686887917","일반차로"
"100000156","01252","청계6가.버들다리","127.0080377075","37.5699303868","일반차로"
"100000157","01253","청계7가.맑은내다리","127.013093","37.57004","일반차로"
"100000158","01254","청계8가.영도교","127.018128","37.570895","일반차로"
"100000159","01256","원남동사거리","126.998113","37.575761","일반차로"
"100000165","01262","숭인동","127.0204373408","37.5742721533","일반차로"
"100000169","01267","조계사","126.9831609226","37.572800338","일반차로"
"100000174","01272","세종문화회관","126.977009","37.573222","일반차로"
"100000179","01277","이화동(이화장)","127.002955","37.576257","일반차로"
"100000180","01278","상명대정문","126.9550207178","37.6016197182","일반차로"
"100000181","01279","이북오도청","126.955973","37.612723","일반차로"
"100000419","01280","경복궁역(효자로입구)","126.974305","37.576715","일반차로"
"100000188","01286","상명대입구.세검정교회","126.9597921957","37.5994435122","일반차로"
"100000189","01287","상명대입구.석파랑","126.9581941404","37.5995718125","일반차로"
"100000190","01288","종로중부새마을금고","127.0065911394","37.5724174899","일반차로"
"100000191","01289","신설동로터리.신한은행앞.서울풍물시장","127.023192","37.574258","일반차로"
"100000192","01291","청계2가.삼일교","126.986988","37.568344","일반차로"
"100000193","01292","청계8가.황학교","127.0227870051","37.5721307298","일반차로"
"100000355","01293","평창동삼성아파트","126.978799","37.611179","일반차로"
"100000370","01294","안국역.인사동","126.9855365486","37.5763329308","일반차로"
"100000369","01295","안국역.서울공예박물관","126.984888","37.576413","일반차로"
"100000371","01296","창덕궁","126.9890031166","37.5772280879","일반차로"
"100000413","01297","남인사마당","126.9874286375","37.5713191723","일반차로"
"100900047","01500","평창파출소","126.9668167021","37.605681218","마을버스"
"100900178","01501","삼청공원","126.9816468946","37.5882276807","마을버스"
"100900041","01502","수성동계곡","126.964469","37.582082","마을버스"
"100900040","01503","명륜3가종점","126.9928636796","37.5909483783","마을버스"
"100900197","01504","명륜새마을금고","126.996798","37.587785","마을버스"
"100900044","01505","서대문3번출구","126.966397","37.566336","마을버스"
"100900039","01506","낙산공원","127.0087215681","37.5804037213","마을버스"
"100900037","01507","인사미술공간.세탁소","126.9893670844","37.5814109836","마을버스"
"100900036","01508","화정박물관","126.9648837454","37.6048011982","마을버스"
"100900035","01509","금융연수원","126.981657","37.586641","마을버스"
"100900034","01510","박노수미술관","126.966603478","37.5809967425","마을버스"
"100900032","01511","샘미용실","126.9932227051","37.5903095275","마을버스"
"100900031","01512","서울국제고등학교","126.9972902593","37.5890715947","마을버스"
"100900029","01513","화정박물관","126.9652007897","37.6049806084","마을버스"
"100900188","01514","적십자병원후문앞","126.9652272769","37.5675295356","마을버스"
"100900202","01515","서울성곽.성대후문","126.9896320737","37.5892576959","마을버스"
"100900026","01516","빨래터.고희동미술관","126.989067","37.58299","마을버스"
"100900025","01517","세검초등학교","126.9614907597","37.6042522792","마을버스"
"100900024","01518","삼청동주민센터","126.9819071619","37.5842638281","마을버스"
"100900020","01519","통인시장","126.968753","37.580468","마을버스"
"100900021","01520","양현관","126.9936043615","37.5897914226","마을버스"
"100900017","01521","국민생활관","126.9988619666","37.5897456349","마을버스"
"100900016","01522","오거리","126.9622629001","37.6070621164","마을버스"
"100900015","01523","경희궁자이2.3단지","126.9640686009","37.5687871134","마을버스"
"100900013","01524","창신쌍용2단지.한성대후문","127.0127581151","37.5812647965","마을버스"
"100900045","01525","통일부","126.9859476734","37.5875948053","마을버스"
"100900011","01526","원서고개","126.9878088426","37.583080553","마을버스"
"100900009","01528","종로5가입구.혜화경찰서","126.997681","37.571797","마을버스"
"100900007","01529","삼청파출소","126.9812510491","37.581813662","마을버스"
"100900005","01530","오거리.한옥마을입구","126.969561","37.579537","마을버스"
"100900046","01531","명륜시장.성대후문","126.9952543092","37.5885110529","마을버스"
"100900003","01532","혜화초등학교","126.9998516643","37.5872532276","마을버스"
"100900072","01533","청련사입구","126.9624312007","37.6079803769","마을버스"
"100900071","01534","영천시장","126.962735","37.570084","마을버스"
"100900070","01535","명신초.삼선푸르지오.힐스테이트","127.014556281","37.5821062067","마을버스"
"100900069","01536","감사원","126.9852900569","37.5862106518","마을버스"
"100900068","01537","중앙중고","126.986965299","37.583092177","마을버스"
"100900067","01538","인왕빌딩","126.9577443332","37.6079283311","마을버스"
"100900066","01539","종로4가.종묘공원","126.994624","37.570689","마을버스"
"100900174","01540","국립민속박물관","126.9795533717","37.5792551846","마을버스"
"100900065","01541","광화문새마을금고","126.9711466491","37.5793687689","마을버스"
"100900064","01542","새마을금고","126.996518051","37.5877370613","마을버스"
"100900063","01543","혜화우체국","127.0006137149","37.5860376565","마을버스"
"100900062","01544","언덕앞","126.9637921715","37.6089539753","마을버스"
"100900061","01545","경희궁자이4단지","126.961358","37.57136","마을버스"
"100900060","01546","종로센트레빌후문.e편한세상보문아파트","127.0161855253","37.5817743934","마을버스"
"100900059","01547","사우디대사관앞.경남빌라","126.9850311776","37.5841056738","마을버스"
"100900058","01548","안국선원.삼거리","126.984994076","37.5827909789","마을버스"
"100900182","01549","구기터널입구","126.9567768927","37.6082046142","마을버스"
"100900057","01550","종로3가.1.3.5호선","126.991965","37.57158","마을버스"
"100900056","01551","경복궁","126.9793377561","37.576950157","마을버스"
"100900054","01553","소나무집","126.964110466","37.6112770717","마을버스"
"100900186","01554","독립문역3번출구","126.9597453483","37.5728784775","마을버스"
"100900053","01555","청룡사.보문파크뷰자이아파트","127.01700714","37.5800189539","마을버스"
"100900052","01556","북촌한옥마을입구.정세권활동터","126.9849422317","37.5815997311","마을버스"
"100900217","01557","종로1.2.3.4가동주민센터","126.9911314256","37.5743837122","마을버스"
"100900051","01558","창덕궁","126.990385","37.57676","마을버스"
"100900050","01561","아름다운실버","126.965463701","37.6120100581","마을버스"
"100900049","01562","독립문초등학교","126.9607207234","37.5738474794","마을버스"
"100900206","01563","종로센트레빌아파트","127.0156926979","37.5803534405","마을버스"
"100900048","01564","가회동주민센터","126.984957","37.579973","마을버스"
"100900097","01565","구기빌라","126.9579797248","37.6062686142","마을버스"
"100900096","01566","원남로터리","126.997511497","37.5762373738","마을버스"
"100900095","01567","보현산신각","126.9657790521","37.6134825236","마을버스"
"100900094","01568","천사유치원","126.9618603707","37.5746480221","마을버스"
"100900093","01569","쌍용아파트입구.창신역","127.0149635738","37.580511226","마을버스"
"100900092","01570","아름다운가게.정독도서관","126.985123","37.57895","마을버스"
"100900091","01571","산정빌라","126.9574922002","37.6051519935","마을버스"
"100900090","01572","이화사거리","127.002101","37.576513","마을버스"
"100900089","01573","박종화고택입구","126.9676873462","37.6143102577","마을버스"
"100900088","01574","무악현대아파트후문","126.962001046","37.5763060751","마을버스"
"100900086","01576","헌법재판소.안국역","126.985816","37.577387","마을버스"
"100900184","01577","청구빌라","126.9569839726","37.6046102563","마을버스"
"100900085","01578","서울대어린이병원응급실.갑상선센터","126.99984","37.578686","마을버스"
"100900083","01580","화인빌라","126.9685386165","37.6129345305","마을버스"
"100900082","01581","넓은마당","126.9628880463","37.5752728058","마을버스"
"100900207","01582","창신초등학교","127.0153885503","37.5769032044","마을버스"
"100900081","01583","수운회관","126.986671","37.575219","마을버스"
"100900080","01584","상명대후문","126.9573354115","37.6040255786","마을버스"
"100900079","01586","힐탑","126.9690205751","37.6116055569","마을버스"
"100900187","01587","신학대학교총회본부","126.9634445669","37.5739763092","마을버스"
"100900078","01589","낙원상가","126.987417","37.57376","마을버스"
"100900077","01590","완성빌라","126.9575011241","37.6034020863","마을버스"
"100900076","01591","서울대병원장례식장","126.9974309648","37.5805553988","마을버스"
"100900075","01592","혜화역1번출구","127.001843","37.583485","마을버스"
"100900074","01593","감나무골공원","126.9699479367","37.6124059606","마을버스"
"100900073","01594","한국사회과학자료원","126.9641432573","37.5736332076","마을버스"
"100900205","01595","동묘역","127.0142453819","37.5726943506","마을버스"
"100900121","01596","금강제화","126.98756","37.57057","마을버스"
"100900120","01597","경진빌라","126.9578303612","37.6020037175","마을버스"
"100900198","01598","성균관대학교앞","126.9993359079","37.5832597848","마을버스"
"100000416","01601","청와대","126.973762","37.582971","일반차로"
"100000417","01602","춘추문","126.979657","37.583126","일반차로"
"100000418","01603","경복궁.국립민속박물관","126.97959","37.579407","일반차로"
"100000420","01604","효자로입구(가상)","126.9744334032","37.5762647419","가상정류장"
"100900119","01607","EN갤러리","126.970607","37.613411","마을버스"
"100900218","01615","성균관대정문","126.99662","37.584957","마을버스"
"100900219","01616","600주년기념관","126.993942","37.587329","마을버스"
"100900220","01617","성균관대운동장","126.99237","37.587863","마을버스"
"100900221","01618","학생회관","126.993738","37.587445","마을버스"
"100900118","01667","종로문화센터","126.9646261961","37.5746470811","마을버스"
"100900117","01682","동대문역.2번출구","127.0117218002","37.5720494465","마을버스"
"100900116","01683","종각역YMCA","126.985096","37.570379","마을버스"
"100900115","01684","서교빌라","126.9571553655","37.601989057","마을버스"
"100900177","01685","경복궁역","126.9724733176","37.5770722054","마을버스"
"100900199","01697","성대입구","126.998853007","37.5832668015","마을버스"
"100900114","01698","무애사","126.9718458037","37.6139004282","마을버스"
"100900113","01699","단군성전앞","126.9653175119","37.5755600915","마을버스"
"100900192","01702","동대문종합시장","127.00496","37.571212","마을버스"
"100900112","01714","상명초등학교","126.956715418","37.6009238115","마을버스"
"100900179","01720","법련사","126.9796650539","37.5765879752","마을버스"
"100900111","01721","광화문새마을금고","126.9710277184","37.5794930902","마을버스"
"100900110","01722","성균관대학교","126.996857","37.586047","마을버스"
"100900109","01723","참샘골공원","126.974255","37.614612","마을버스"
"100900108","01724","활터앞","126.9653293849","37.5768126115","마을버스"
"100900107","01725","종로5가.3번출구","127.0020898456","37.5714192458","마을버스"
"100900106","01727","인사동들머리.3.1독립선언터","126.983296967","37.5719470235","마을버스"
"100900105","01728","정독도서관","126.980074","37.580262","마을버스"
"100900104","01729","오거리.한옥마을입구","126.9697392663","37.5794684375","마을버스"
"100900103","01732","평창공원지킴터입구","126.9757438761","37.6163963984","마을버스"
"100000360","01733","창경궁.고궁호텔.메이플레이스호텔","126.9974492169","37.5765581609","일반차로"
"100000329","01762","광화문","126.975569","37.570337","가로변시간"
"100000330","01763","종로1가","126.980129","37.57037","가로변시간"
"100000333","01766","종로2가","126.986463","37.570083","가로변시간"
"100000334","01767","종로3가","126.99321","37.570635","일반차로"
"100000335","01768","종로3가","126.9909932186","37.5701024255","가로변전일"
"100000336","01769","종로4가","126.996252","37.57047","가로변시간"
"100000338","01771","동대문종합시장종로6가","127.003292","37.570862","가로변시간"
"100900102","01776","종로도서관","126.9671251598","37.5764842271","마을버스"
"100000343","01777","경복궁역","126.9715056448","37.5761780936","일반차로"
"100000344","01778","경복궁역","126.97168","37.575816","일반차로"
"100000345","01779","안국역","126.985229602","37.5766137515","일반차로"
"100000346","01780","안국역","126.9855059829","37.5763185096","일반차로"
"100000347","01781","창덕궁","126.988901","37.577519","일반차로"
"100000348","01782","성대입구","126.999229","37.583283","일반차로"
"100900101","01790","종로사우나","126.9877503526","37.5738011149","마을버스"
"100900180","01791","엄마분식","126.9557163281","37.6012424257","마을버스"
"100900100","01792","삼청파출소","126.9813258198","37.58164517","마을버스"
"100900099","01793","통인시장.종로구보건소","126.9687504797","37.5803350289","마을버스"
"100900191","01794","종로5가역","127.0000249058","37.570671358","마을버스"
"100900098","01795","평창동산림제3초소","126.977104","37.617356","마을버스"
"100900145","01796","배화여중고","126.9678156705","37.5767556306","마을버스"
"100900143","01797","대학로입구.이화사거리","127.0025801998","37.5759841652","마을버스"
"100900144","01798","운현궁","126.9869813803","37.5752716136","마을버스"
"100900142","01799","상명대입구","126.9569583018","37.6000210109","마을버스"
"100900141","01800","삼청동주민센터","126.9822105151","37.5846846831","마을버스"
"100900140","01801","박노수미술관","126.9668944502","37.5810265604","마을버스"
"100900139","01802","김창열.윤명로화실","126.9783685436","37.616304998","마을버스"
"100900138","01803","사직공원.경복궁역입구","126.9689039095","37.5762206893","마을버스"
"100900137","01804","충신시장","127.005404874","37.5749766498","마을버스"
"100900189","01805","안국역2번출구앞","126.9861183272","37.5771728174","마을버스"
"100900135","01807","금융연수원","126.981847891","37.5858776706","마을버스"
"100900134","01809","감람산기도원","126.9798729651","37.6159439291","마을버스"
"100900133","01810","카센터.터널앞","126.96585932","37.5741644592","마을버스"
"100900131","01812","재동초등학교","126.9853617134","37.578791085","마을버스"
"100900129","01814","삼청공원삼거리.옥호정터","126.9817444742","37.5874185176","마을버스"
"100900128","01815","이화사거리","127.0022812884","37.5753200672","마을버스"
"100900127","01816","연화정사","126.9794938432","37.6146490046","마을버스"
"100900126","01817","대신중고","126.9616893251","37.5726178078","마을버스"
"100900125","01819","현대사거리","126.987","37.579306","마을버스"
"100900215","01820","교남동주민센터","126.9612800199","37.5721522968","마을버스"
"100900181","01821","부암동주민센터.무계원","126.9637682263","37.5929353403","마을버스"
"100900124","01823","형제봉입구","126.9816861503","37.6128643152","마을버스"
"100900123","01824","교남동새마을금고","126.962337459","37.5714943551","마을버스"
"100900122","01825","창신초교","127.0157200961","37.5760372123","마을버스"
"100900168","01826","가회동주민센터","126.9851293823","37.5799426497","마을버스"
"100900167","01827","볼링장","126.98817","37.579317","마을버스"
"100900166","01829","부암슈퍼","126.9638602023","37.5947600723","마을버스"
"100900165","01830","지구촌교회","126.979238","37.613106","마을버스"
"100900164","01831","월암공원","126.964693","37.571226","마을버스"
"100900163","01832","숭인1동주민센터","127.0155607478","37.5774150014","마을버스"
"100900162","01833","북촌한옥마을입구.정세권활동터","126.9851687446","37.5812807738","마을버스"
"100900161","01835","하림각","126.9629663842","37.5976847268","마을버스"
"100900160","01836","보현빌라","126.978421","37.615382","마을버스"
"100900159","01837","스위스대사관","126.965696","37.570137","마을버스"
"100900157","01839","안국선원.삼거리","126.9852205387","37.5827432497","마을버스"
"100900156","01840","세검정교회","126.960029","37.599386","마을버스"
"100900200","01841","혜화동로터리","127.0010032298","37.5859196111","마을버스"
"100900155","01842","김종영미술관","126.9781122953","37.6132637884","마을버스"
"100900154","01843","서울시교육청","126.966702","37.569383","마을버스"
"100900210","01844","창신쌍용1단지.종로센트레빌아파트","127.0155692785","37.5803228198","마을버스"
"100900153","01845","사우디대사관","126.9852486243","37.583863308","마을버스"
"100900152","01846","상명대입구","126.9574023475","37.5998544708","마을버스"
"100900151","01847","혜화초등학교","126.9999909413","37.5873892922","마을버스"
"100900149","01849","강북삼성병원","126.9683376852","37.5685315243","마을버스"
"100900148","01850","청룡사.보문파크뷰자이아파트","127.0171508787","37.5797846496","마을버스"
"100900147","01851","감사원","126.9855618026","37.5862656518","마을버스"
"100900201","01852","국민생활관","126.9993137839","37.5896275957","마을버스"
"100900173","01855","종로센트레빌후문.e편한세상보문아파트","127.015935","37.581911","마을버스"
"100900172","01856","통일부","126.9861073451","37.5875308468","마을버스"
"100900171","01858","서울국제고등학교","126.9971407875","37.5890742944","마을버스"
"100900203","01860","성대후문.와룡공원","126.989734001","37.5891522774","마을버스"
"100900170","01861","상명초등학교","126.9568173576","37.600904926","마을버스"
"100900169","01862","새마을금고","126.9965690016","37.5878406881","마을버스"
"100900002","01863","경진빌라","126.9579482257","37.6018640911","마을버스"
"100900004","01864","명륜시장.성대후문","126.9952305162","37.5887246101","마을버스"
"100900006","01865","완성빌라","126.9576665157","37.6033399708","마을버스"
"100900008","01866","양현관","126.9937685575","37.5897680031","마을버스"
"100900010","01868","상명대후문","126.9574633677","37.6040715802","마을버스"
"100900012","01869","샘미용실","126.9934084203","37.5902545716","마을버스"
"100900014","01870","산정빌라","126.9575782035","37.6052835831","마을버스"
"100900018","01872","구기빌라","126.9579809335","37.6061334517","마을버스"
"100900019","01873","마트앞","126.958756466","37.6066987064","마을버스"
"100900022","01874","국민은행.세검정지점","126.960876","37.604952","마을버스"
"100900027","01876","혜화역4번출구","127.001555","37.583509","마을버스"
"100900028","01877","방송통신대앞","127.0019926794","37.5786973612","마을버스"
"100900030","01878","서울대치과대학","126.997802","37.577411","마을버스"
"100900033","01879","효제초교.연동교회.김마리아활동터","127.0022087811","37.5736413355","마을버스"
"100900204","01881","성균관대학교","126.9900035953","37.5884638684","마을버스"
"100900214","01882","독립문역","126.9594077577","37.5732838531","마을버스"
"100900038","01883","서울대치과대학","126.99787","37.577572","마을버스"
"100900043","01886","이화사거리","127.0020084833","37.5769483437","마을버스"
"100900042","01887","서울대학교병원현관.암병원현관","126.9981567653","37.5789514712","마을버스"
"100900211","01888","종각.공평유적전시관","126.9832427053","37.5715937879","마을버스"
"100900213","01889","조계사","126.9831364101","37.5736021088","마을버스"
"100000399","01901","동대문역JW메리어트동대문호텔","127.009186","37.570859","일반차로"
"100000407","01902","대학로","127.0021204164","37.58189612","일반차로"
"100000408","01903","창경궁","126.9964163097","37.5791596347","일반차로"
"100000409","01904","창덕궁","126.9901776043","37.5775301708","일반차로"
"100000410","01905","인사동.북촌","126.9837977873","37.5758950223","일반차로"
"100000411","01906","경복궁.국립민속박물관","126.979446549","37.5794473961","일반차로"
"100000412","01907","세종문화회관","126.977004","37.573219","일반차로"
"100000401","01910","통인시장","126.9713315727","37.5791187605","일반차로"
"100000402","01911","세종문화회관","126.977017","37.573219","일반차로"
"101000313","01912","종각역","126.9828944171","37.5693799579","일반차로"
"100000403","01913","인사동.탑골공원","126.9888006413","37.5701155367","일반차로"
"100000404","01914","종묘.세운상가","126.9935556798","37.5703548529","일반차로"
"100000405","01915","광장시장","126.9996734151","37.5706237295","일반차로"
"100000406","01916","동묘.숭인동도깨비시장","127.0180439092","37.5734766013","일반차로"
"105000553","01917","서울풍물시장","127.0231780999","37.5733400255","일반차로"
"100000400","01918","청와대","126.9737600308","37.582684814","일반차로"
"101000001","02001","남대문세무서.서울백병원","126.9875299251","37.5649848069","중앙차로"
"101000002","02002","서울백병원.국가인권위.안중근활동터","126.9878515151","37.5643504711","중앙차로"
"101000003","02003","서울역버스환승센터","126.9722570849","37.5551460158","중앙차로"
